clip_id,label,hedging_rate,certainty_rate,filler_rate,experiencer_rate,passive_rate,neg_emotion_rate,hedge_certainty_ratio,word_count,first_person_rate
truth_014,0,3.9300730723968424,1.2723846849497575,6.061216923054612,2.9841897150345615,3.854679798524267,2.1729215798533152,2.5660144795980115,194,7.597152016847883
truth_015,0,4.888234082541507,1.1999897105086021,5.797766986413468,4.282472415243185,3.600750502714442,2.4712003952736734,2.683942574744127,99,7.251621591072659
truth_016,0,4.435503118543225,0.9279828549016085,4.609056614837961,4.185317379728836,5.342453296191654,2.0229800847564223,2.4349252310676,165,10.157797362033026
truth_017,0,2.6845636952472,1.1435224720594142,7.127085835350886,4.313785950912209,5.821049374092123,4.982185192523778,2.7425343064159002,168,7.500988435183343
truth_018,0,3.349892264008671,1.6342269752819938,10.366385420012316,3.8818741393863223,4.420491033039255,0.4061878459266013,2.811756114224708,182,8.222132036281378
truth_019,0,3.413165919814035,2.275718424254273,6.282029311826865,4.016458589581974,4.077486715596009,1.3787197219153462,3.686366453595195,153,6.842605716940063
truth_020,0,3.3282271877240293,1.7196844909731708,4.039466467299603,4.665755194170122,5.80698219057264,1.6323990113272413,2.115032813303426,160,5.7043204867634145
truth_021,0,6.534371816713897,2.522725682385803,8.480440068535922,3.3157659271337483,2.972882047664381,1.3338644275049751,2.666291656887737,146,1.9415920538687619
truth_022,0,3.922175033467524,0.9265517726246054,5.407919923945429,2.3698586220393674,7.385375825504289,2.004592461828873,3.264763973439669,148,6.235133563008893
truth_023,0,4.418965665130817,1.3798481859888438,6.404331221452247,3.41468640313824,5.197722918986026,2.4297045396168375,3.351610089687211,85,7.811608319432391
truth_024,0,4.509091054508536,1.3641103361255844,5.13914343750042,3.306999065341167,4.808628849499814,2.5796816776168194,2.6142092915790283,157,9.644438025794024
truth_025,0,3.2881054879857206,1.4078732718621214,6.162377130864534,4.410370265433465,6.146211047172566,1.9938619066470256,3.1665989374730548,141,7.6864057138682815
truth_026,0,5.107957983886833,2.369456745200447,7.427515348330935,3.8210038416327587,6.92767033001606,1.651786594725235,2.594499811493065,167,6.545380701856402
truth_027,0,3.093380880350328,0.9500679710485875,7.32341567069388,4.5916626939629355,6.721355222900095,2.4026764074114237,2.392651936291851,126,9.952727493493727
truth_028,0,3.2919530835282376,1.5750299108429047,4.720003287980424,3.236275447196025,5.678104035985873,2.09494976919353,2.5469799426652338,155,5.348639751155083
truth_029,0,3.4097113566223207,1.650586993801707,7.7437873217636355,5.275356216949552,5.535270591837206,1.7720491760292583,2.3885902752583865,138,8.71316526464237
decep_000,1,2.567411862817055,4.932738913002577,4.766201588395557,2.7615405498890473,6.625983762469028,2.698779528114164,0.767227744543125,90,6.441667296240203
decep_001,1,3.4060292470155376,4.359270826085207,5.021248891408949,1.7093871934007554,10.24509193201849,3.2833420057383518,1.3569408799653018,95,2.789377268673329
decep_002,1,1.416780604601672,3.5503937864762074,5.13059337346047,4.088553755294297,7.346809561243455,2.523096344337597,0.43047559859549256,163,8.405048205226189
decep_003,1,0.5581789238182102,4.753872374165413,1.5678012776878862,3.5140346807761156,6.616736247595811,2.500624977046227,0.7015731099154549,129,4.58504527004959
decep_004,1,2.208266068540709,3.914438834058749,1.6522401609701287,1.3878221173459175,7.9385838049422235,4.377676821898509,0.7996942035938774,115,8.404805212908505
decep_005,1,3.9546731323937885,5.155340842443204,4.703526329419207,3.2744138558589198,6.4016573624334825,4.4686315575323485,0.41052296182596865,62,4.388460528468183
decep_006,1,1.857533848999898,4.1175422557959624,6.080061763799808,2.4666853023777975,9.203771283353646,1.7198985417851087,0.18898526819345363,111,2.8853484299322103
decep_007,1,0.9259774495456321,4.069672548830038,3.080586315728629,1.5541081923053803,7.386557193754957,2.0407864781110483,0.6811962708180483,126,5.498562048766851
decep_008,1,2.003672676040898,2.364757677580626,6.550615186082945,1.3219098966700362,5.914161111444509,3.135263551971729,0.49008234760222424,105,7.444083390073823
decep_009,1,1.6225489671505253,2.82418175935532,1.6787325129220267,0.3282709517379736,6.359917284557369,4.466874267444525,1.193490314050385,120,11.634097374373905
decep_010,1,1.9848741676673103,2.444459559399574,2.741108956601975,2.583117272280501,4.229685887587884,1.677746290402326,0.506028134727242,136,6.38644650976175
decep_011,1,2.1696314768828566,2.538715798671736,2.347855383942961,2.8850190393161927,9.236998523631453,2.909661321916392,0.4373145239845728,165,4.02243512450746
decep_012,1,1.5144216877903558,2.912874616235304,3.8679302791227577,1.6224083072881654,5.852169721217809,2.2690498835889623,0.7811370477339517,86,5.419488738033834
decep_013,1,2.5508254688619427,2.422444755201449,1.4628326064300796,3.07624841103461,6.958931688686762,3.643360192379935,0.5012128723162459,61,3.633177855598624
decep_014,1,2.3337502515493336,2.4956833748955916,3.7074882818937565,0.904631943957936,7.821747934043798,1.8889838002375434,0.5044491676593522,101,8.11069777566455
decep_015,1,2.8521229008586277,2.270293145342382,0.3396976998217949,3.6974117585921102,7.6476866846644525,2.303104744529523,0.873121638154162,95,6.54720263870393
decep_016,1,3.1510038554938267,3.654420843301213,3.1173512862985087,2.0293107304897795,7.340164259320323,2.667441812180379,0.818335642713489,170,7.880911995833877
decep_017,1,3.1810925299475503,2.9919246269784487,1.1808913105638021,1.4927223201743363,3.5390007437154334,2.7484865159586915,0.7055255137568655,105,7.809989488011932
decep_018,1,2.3120531022977096,4.170865193886967,4.273894970492179,3.429378638886236,4.434262006752253,2.6847120860991986,0.8898345598318854,118,5.6190864707815855
decep_019,1,2.8473022348898214,2.543916174091133,4.470571756044948,1.9701082979113949,6.914505979551028,3.4336621052869485,1.0112619832773697,84,5.64470145787061
decep_020,1,2.7812897549808167,2.4778346758223746,4.378808864513181,3.6200740729244556,8.191369472169056,4.976795812558066,0.46786324026892806,153,7.512421615801898
decep_021,1,2.351971763687838,2.2745109527016236,3.9531527124468497,2.5162990637777045,10.713203167386922,3.825766623898692,0.8443027695210139,125,9.599441644007557
decep_022,1,3.5338679639754575,2.8887843235688146,3.8780148772041723,2.2867917719103166,5.21663228758627,4.194191518470949,0.19226061108555415,100,4.679422562057716
decep_023,1,2.8408535255657235,3.473317967188404,3.3299014209938202,1.2344291051427454,4.736062560414314,4.769021525289393,0.6221225945909186,104,1.8152927069993288
decep_024,1,1.89215892281219,4.096206364813418,3.423555833223237,3.413908526592982,9.758329751912552,1.9934740912583298,1.472007940974958,111,6.7367440933053535
decep_025,1,1.5837041938077874,2.8531410587596078,2.8020159042519697,1.9109177059796114,6.747594767654403,3.206430227691897,0.6235068347737434,142,8.51834482724597
decep_026,1,1.791581165327686,3.0285591340042086,2.2451938163478395,1.699964981168212,4.547981288451486,4.852270443423623,0.9807035179442383,80,5.508315547324385
decep_027,1,1.000084971997249,4.112998430172388,4.795343955484888,2.062661273205362,6.415479362946984,3.54426331148604,0.591710150254276,129,7.408272138546253
decep_028,1,2.393519720017906,2.148886423614697,3.0681877712733447,2.23358807720131,8.278443230731042,4.149009225836889,0.4886968928371722,128,4.223270100756319
decep_029,1,0.2262635329046503,5.096456368290038,3.03711327846747,2.312958199316647,7.137627947524189,3.499136114352071,0.6887095892725454,116,5.781859239236446
decep_030,1,2.3770215920028535,1.6898316073433743,4.039211613379118,3.0689376846204435,4.6429033246308595,2.916016663647321,0.7055301799196179,90,6.732936933666059
